filename,max_x,max_y,min_x,min_y,label
AgNOR_2876.tiff,1124,659,1092,627,2
AgNOR_2876.tiff,1170,543,1148,511,1
AgNOR_2876.tiff,1197,547,1172,511,3
AgNOR_2876.tiff,1104,572,1072,549,1
AgNOR_2876.tiff,1086,557,1056,530,0
AgNOR_2876.tiff,1010,650,981,618,1
AgNOR_2876.tiff,1098,683,1067,658,1
AgNOR_2876.tiff,1029,685,995,653,1
AgNOR_2876.tiff,971,676,942,643,2
AgNOR_2876.tiff,947,628,920,597,1
AgNOR_2876.tiff,973,538,946,510,1
AgNOR_2876.tiff,1045,545,1013,513,1
AgNOR_2876.tiff,1014,618,986,593,0
AgNOR_2876.tiff,930,579,906,550,1
AgNOR_2876.tiff,895,596,865,567,1
AgNOR_2876.tiff,857,631,828,601,0
AgNOR_2876.tiff,857,678,829,649,0
AgNOR_2876.tiff,884,632,861,603,0
AgNOR_2876.tiff,907,685,881,659,0
AgNOR_2876.tiff,785,644,757,607,2
AgNOR_2876.tiff,820,595,796,567,0
AgNOR_2876.tiff,851,543,821,513,2
AgNOR_2876.tiff,813,527,785,496,0
AgNOR_2876.tiff,770,527,739,499,1
AgNOR_2876.tiff,794,674,773,645,1
AgNOR_2876.tiff,877,562,849,533,0
AgNOR_2876.tiff,844,587,824,562,0
AgNOR_2876.tiff,883,670,859,649,0
AgNOR_2876.tiff,922,653,894,623,2
AgNOR_2876.tiff,716,671,691,626,1
AgNOR_2876.tiff,655,678,631,642,0
AgNOR_2876.tiff,543,677,498,645,5
AgNOR_2876.tiff,471,634,440,610,3
AgNOR_2876.tiff,492,571,458,541,2
AgNOR_2876.tiff,467,531,435,499,1
AgNOR_2876.tiff,409,535,375,506,1
AgNOR_2876.tiff,443,564,413,534,2
AgNOR_2876.tiff,425,604,395,573,1
AgNOR_2876.tiff,407,567,378,538,4
AgNOR_2876.tiff,372,573,344,541,2
AgNOR_2876.tiff,383,624,353,592,5
AgNOR_2876.tiff,374,650,345,625,1
AgNOR_2876.tiff,428,676,403,651,1
AgNOR_2876.tiff,322,672,295,647,1
AgNOR_2876.tiff,234,599,211,567,2
AgNOR_2876.tiff,254,549,229,523,1
AgNOR_2876.tiff,217,657,190,629,4
AgNOR_2876.tiff,181,693,151,661,5
AgNOR_2876.tiff,111,683,82,651,1
AgNOR_2876.tiff,136,627,105,600,1
AgNOR_2876.tiff,117,586,89,557,5
AgNOR_2876.tiff,167,544,143,512,1
AgNOR_2876.tiff,150,562,125,541,1
AgNOR_2876.tiff,166,588,143,547,1
AgNOR_2876.tiff,95,623,66,588,3
AgNOR_2876.tiff,75,655,48,626,0
AgNOR_2876.tiff,40,702,14,670,1
AgNOR_2876.tiff,48,624,27,590,1
AgNOR_2876.tiff,59,587,30,554,2
AgNOR_2876.tiff,74,550,47,521,2
AgNOR_2876.tiff,32,548,7,514,2
AgNOR_2876.tiff,26,585,0,551,1
AgNOR_2876.tiff,107,515,74,492,2
AgNOR_2876.tiff,52,520,31,489,4
AgNOR_2876.tiff,143,726,117,695,2
AgNOR_2876.tiff,107,761,79,732,0
AgNOR_2876.tiff,56,741,31,715,0
AgNOR_2876.tiff,250,776,223,715,1
AgNOR_2876.tiff,294,741,261,711,0
AgNOR_2876.tiff,247,818,214,791,1
AgNOR_2876.tiff,256,852,229,823,1
AgNOR_2876.tiff,273,814,247,786,1
AgNOR_2876.tiff,304,792,271,760,2
AgNOR_2876.tiff,394,785,363,759,4
AgNOR_2876.tiff,430,729,390,696,4
AgNOR_2876.tiff,351,733,326,710,2
AgNOR_2876.tiff,308,707,281,677,1
AgNOR_2876.tiff,499,722,469,691,1
AgNOR_2876.tiff,538,789,511,762,1
AgNOR_2876.tiff,600,756,575,719,2
AgNOR_2876.tiff,575,771,541,747,6
AgNOR_2876.tiff,495,859,469,831,4
AgNOR_2876.tiff,447,860,423,831,0
AgNOR_2876.tiff,677,833,647,807,2
AgNOR_2876.tiff,752,859,723,830,0
AgNOR_2876.tiff,794,852,760,803,3
AgNOR_2876.tiff,823,812,790,771,1
AgNOR_2876.tiff,813,766,784,730,0
AgNOR_2876.tiff,852,716,827,693,1
AgNOR_2876.tiff,808,720,778,691,3
AgNOR_2876.tiff,885,809,842,781,3
AgNOR_2876.tiff,898,756,871,728,0
AgNOR_2876.tiff,961,773,927,741,1
AgNOR_2876.tiff,935,740,901,707,1
AgNOR_2876.tiff,936,860,901,833,1
AgNOR_2876.tiff,1012,734,973,696,0
AgNOR_2876.tiff,1057,728,1019,691,10
AgNOR_2876.tiff,1106,739,1082,716,1
AgNOR_2876.tiff,1082,830,1056,800,1
AgNOR_2876.tiff,935,792,911,770,1
AgNOR_2876.tiff,1109,796,1080,768,1
AgNOR_2876.tiff,1136,787,1109,760,3
AgNOR_2876.tiff,1149,745,1119,721,1
AgNOR_2876.tiff,1120,719,1093,691,3
AgNOR_2876.tiff,1156,708,1129,680,1
AgNOR_2876.tiff,1196,688,1165,662,1
AgNOR_2876.tiff,1185,736,1155,703,5
AgNOR_2876.tiff,1206,766,1176,737,1
AgNOR_2876.tiff,1214,813,1184,781,3
AgNOR_2876.tiff,1209,837,1179,813,8
AgNOR_2876.tiff,1125,838,1099,793,4
AgNOR_2876.tiff,1229,710,1204,678,2
AgNOR_2876.tiff,1222,731,1197,706,1
AgNOR_2876.tiff,1240,753,1211,725,3
AgNOR_2876.tiff,1279,703,1250,673,4
AgNOR_2876.tiff,1271,823,1249,792,1
AgNOR_2876.tiff,1316,821,1284,787,1
AgNOR_2876.tiff,1336,733,1306,706,1
AgNOR_2876.tiff,1347,802,1321,772,4
AgNOR_2876.tiff,1377,792,1355,763,1
AgNOR_2876.tiff,1354,748,1328,726,2
AgNOR_2876.tiff,1380,753,1360,726,0
AgNOR_2876.tiff,1414,764,1390,734,1
AgNOR_2876.tiff,1415,805,1387,779,2
AgNOR_2876.tiff,1295,778,1269,751,3
AgNOR_2876.tiff,1317,767,1291,738,3
AgNOR_2876.tiff,1345,768,1321,746,0
AgNOR_2876.tiff,1390,827,1365,804,1
AgNOR_2876.tiff,1361,863,1336,832,1
AgNOR_2876.tiff,1406,857,1379,830,1
AgNOR_2876.tiff,1368,706,1344,672,1
AgNOR_2876.tiff,1400,713,1377,690,0
AgNOR_2876.tiff,1448,827,1422,803,2
AgNOR_2876.tiff,1478,851,1445,826,1
AgNOR_2876.tiff,1506,823,1477,793,1
AgNOR_2876.tiff,1485,758,1459,729,2
AgNOR_2876.tiff,1452,733,1417,703,0
AgNOR_2876.tiff,1451,796,1421,764,2
AgNOR_2876.tiff,1549,769,1520,744,4
AgNOR_2876.tiff,1522,735,1496,712,1
AgNOR_2876.tiff,1487,708,1461,675,3
AgNOR_2876.tiff,1433,694,1407,666,1
AgNOR_2876.tiff,1569,716,1548,687,1
AgNOR_2876.tiff,1559,856,1534,827,0
AgNOR_2876.tiff,1450,895,1423,866,1
AgNOR_2876.tiff,1468,940,1442,912,1
AgNOR_2876.tiff,1505,939,1477,907,2
AgNOR_2876.tiff,1555,943,1530,913,1
AgNOR_2876.tiff,1562,984,1538,957,1
AgNOR_2876.tiff,1535,1011,1507,983,1
AgNOR_2876.tiff,1486,995,1465,967,2
AgNOR_2876.tiff,1442,978,1416,953,1
AgNOR_2876.tiff,1469,1022,1446,991,2
AgNOR_2876.tiff,1490,1048,1466,1019,0
AgNOR_2876.tiff,1538,1051,1517,1022,1
AgNOR_2876.tiff,1419,1036,1397,1010,2
AgNOR_2876.tiff,1380,977,1354,947,2
AgNOR_2876.tiff,1403,941,1375,909,0
AgNOR_2876.tiff,1364,1002,1334,974,3
AgNOR_2876.tiff,1335,1020,1307,990,1
AgNOR_2876.tiff,1329,970,1300,942,1
AgNOR_2876.tiff,1336,924,1309,896,0
AgNOR_2876.tiff,1378,913,1345,881,1
AgNOR_2876.tiff,1349,894,1323,867,0
AgNOR_2876.tiff,1401,891,1373,864,2
AgNOR_2876.tiff,1428,876,1402,852,0
AgNOR_2876.tiff,1557,1136,1529,1106,1
AgNOR_2876.tiff,1530,1099,1501,1065,5
AgNOR_2876.tiff,1493,1102,1464,1069,1
AgNOR_2876.tiff,1457,1130,1429,1098,0
AgNOR_2876.tiff,1494,1150,1465,1121,1
AgNOR_2876.tiff,1528,1171,1501,1142,1
AgNOR_2876.tiff,1524,1133,1497,1106,0
AgNOR_2876.tiff,1555,1177,1531,1151,2
AgNOR_2876.tiff,1478,1177,1453,1153,1
AgNOR_2876.tiff,1423,1173,1399,1142,1
AgNOR_2876.tiff,1412,1103,1376,1075,1
AgNOR_2876.tiff,1445,1081,1412,1047,3
AgNOR_2876.tiff,1303,1165,1276,1137,2
AgNOR_2876.tiff,1315,1124,1287,1095,1
AgNOR_2876.tiff,1339,1099,1308,1066,2
AgNOR_2876.tiff,1358,1058,1328,1026,1
AgNOR_2876.tiff,1291,1066,1259,1033,3
AgNOR_2876.tiff,1259,1093,1227,1061,2
AgNOR_2876.tiff,1216,1123,1188,1095,3
AgNOR_2876.tiff,1258,1145,1230,1116,1
AgNOR_2876.tiff,1349,1148,1324,1119,0
AgNOR_2876.tiff,1292,1024,1267,993,1
AgNOR_2876.tiff,1215,1039,1186,1012,1
AgNOR_2876.tiff,1255,1029,1222,998,1
AgNOR_2876.tiff,1227,1083,1196,1053,1
AgNOR_2876.tiff,1176,1139,1151,1113,0
AgNOR_2876.tiff,1209,1157,1177,1128,1
AgNOR_2876.tiff,1183,1084,1152,1055,1
AgNOR_2876.tiff,1184,1051,1153,1024,1
AgNOR_2876.tiff,1108,1092,1077,1062,1
AgNOR_2876.tiff,1111,1051,1081,1027,1
AgNOR_2876.tiff,1105,1030,1086,1002,2
AgNOR_2876.tiff,1150,1027,1126,1002,0
AgNOR_2876.tiff,1158,1070,1135,1046,1
AgNOR_2876.tiff,1135,1154,1097,1121,1
AgNOR_2876.tiff,1049,1143,1024,1114,0
AgNOR_2876.tiff,980,1163,950,1133,1
AgNOR_2876.tiff,1014,1078,985,1047,2
AgNOR_2876.tiff,1003,1048,966,1011,1
AgNOR_2876.tiff,982,1082,958,1054,1
AgNOR_2876.tiff,909,1051,878,1011,1
AgNOR_2876.tiff,751,1177,719,1136,2
AgNOR_2876.tiff,771,1113,746,1081,3
AgNOR_2876.tiff,810,1092,786,1065,1
AgNOR_2876.tiff,630,1171,601,1144,1
AgNOR_2876.tiff,580,1110,552,1084,2
AgNOR_2876.tiff,542,1058,515,1027,1
AgNOR_2876.tiff,625,1060,594,1014,2
AgNOR_2876.tiff,524,1100,491,1065,1
AgNOR_2876.tiff,558,1089,530,1055,1
AgNOR_2876.tiff,592,1162,564,1134,1
AgNOR_2876.tiff,487,1127,462,1101,2
AgNOR_2876.tiff,442,1081,416,1049,2
AgNOR_2876.tiff,409,1090,377,1058,3
AgNOR_2876.tiff,380,1051,355,1021,2
AgNOR_2876.tiff,348,1097,321,1065,0
AgNOR_2876.tiff,312,1087,287,1064,1
AgNOR_2876.tiff,433,1031,407,1005,0
AgNOR_2876.tiff,324,1145,300,1118,1
AgNOR_2876.tiff,310,1171,284,1143,1
AgNOR_2876.tiff,352,1175,328,1149,0
AgNOR_2876.tiff,277,1133,249,1105,2
AgNOR_2876.tiff,270,1093,242,1064,2
AgNOR_2876.tiff,242,1153,212,1122,1
AgNOR_2876.tiff,227,1032,205,997,1
AgNOR_2876.tiff,101,1052,70,1010,1
AgNOR_2876.tiff,127,1034,99,1004,1
AgNOR_2876.tiff,187,1021,156,988,1
AgNOR_2876.tiff,105,993,78,966,1
AgNOR_2876.tiff,123,951,105,926,3
AgNOR_2876.tiff,78,965,51,942,1
AgNOR_2876.tiff,69,942,49,918,1
AgNOR_2876.tiff,236,896,216,868,1
AgNOR_2876.tiff,291,923,262,886,5
AgNOR_2876.tiff,303,957,269,923,2
AgNOR_2876.tiff,295,995,267,957,1
AgNOR_2876.tiff,331,873,304,848,1
AgNOR_2876.tiff,431,909,402,886,1
AgNOR_2876.tiff,464,981,446,950,2
AgNOR_2876.tiff,552,925,514,895,2
AgNOR_2876.tiff,639,923,612,891,2
AgNOR_2876.tiff,507,945,480,915,1
AgNOR_2876.tiff,467,933,440,908,0
AgNOR_2876.tiff,559,985,529,957,1
AgNOR_2876.tiff,529,965,498,938,0
AgNOR_2876.tiff,670,890,640,863,1
AgNOR_2876.tiff,713,983,682,953,2
AgNOR_2876.tiff,772,975,739,940,1
AgNOR_2876.tiff,893,904,849,876,3
AgNOR_2876.tiff,974,1004,946,974,1
AgNOR_2876.tiff,1035,1016,1009,986,0
AgNOR_2876.tiff,1067,1008,1040,976,2
AgNOR_2876.tiff,1109,991,1077,961,2
AgNOR_2876.tiff,1085,874,1053,845,1
AgNOR_2876.tiff,1145,994,1116,964,2
AgNOR_2876.tiff,1191,988,1164,955,1
AgNOR_2876.tiff,1151,870,1127,843,3
AgNOR_2876.tiff,1231,1002,1198,972,1
AgNOR_2876.tiff,1299,991,1267,965,0
AgNOR_2876.tiff,1301,935,1276,903,1
AgNOR_2876.tiff,1302,858,1276,827,4
AgNOR_2876.tiff,1264,874,1236,844,0
AgNOR_2876.tiff,1207,936,1174,900,1
AgNOR_2876.tiff,587,158,559,134,0
AgNOR_2876.tiff,1088,145,1063,122,1
AgNOR_2876.tiff,1109,59,1088,31,0
AgNOR_2876.tiff,1445,139,1413,110,0
AgNOR_2876.tiff,1543,306,1518,279,0
AgNOR_2876.tiff,804,376,782,351,4
AgNOR_2876.tiff,625,305,597,277,0
AgNOR_2876.tiff,44,406,23,381,1
AgNOR_2876.tiff,36,360,15,341,1
AgNOR_2876.tiff,476,606,447,578,0
AgNOR_2876.tiff,504,460,468,431,1
AgNOR_2876.tiff,1285,528,1261,500,2
AgNOR_2876.tiff,1515,697,1493,670,1
AgNOR_2876.tiff,1206,890,1178,867,0
AgNOR_2876.tiff,1230,966,1207,946,0
AgNOR_2876.tiff,1324,881,1302,858,1
AgNOR_2876.tiff,1373,946,1350,925,0
AgNOR_2876.tiff,1095,1139,1076,1111,0
AgNOR_2876.tiff,1156,1177,1137,1155,0
AgNOR_2876.tiff,1050,1177,1024,1144,0
AgNOR_2876.tiff,445,1154,423,1129,1
AgNOR_2876.tiff,423,1115,402,1091,1
AgNOR_2876.tiff,503,1052,481,1025,0
AgNOR_2876.tiff,476,1016,453,989,1
AgNOR_2876.tiff,314,1117,289,1095,0
AgNOR_8581.tiff,41,132,2,90,2
AgNOR_8581.tiff,126,88,94,54,3
AgNOR_8581.tiff,83,78,58,50,0
AgNOR_8581.tiff,133,127,102,96,2
AgNOR_8581.tiff,106,110,81,78,1
AgNOR_8581.tiff,129,156,104,135,1
AgNOR_8581.tiff,227,96,202,67,2
AgNOR_8581.tiff,323,48,292,24,2
AgNOR_8581.tiff,311,99,282,71,1
AgNOR_8581.tiff,400,88,374,51,4
AgNOR_8581.tiff,294,151,265,116,5
AgNOR_8581.tiff,330,164,303,136,5
AgNOR_8581.tiff,374,180,349,154,2
AgNOR_8581.tiff,421,193,394,165,5
AgNOR_8581.tiff,249,33,223,9,0
AgNOR_8581.tiff,56,187,32,168,1
AgNOR_8581.tiff,173,206,152,183,2
AgNOR_8581.tiff,227,224,199,198,1
AgNOR_8581.tiff,232,170,193,142,0
AgNOR_8581.tiff,277,208,243,185,0
AgNOR_8581.tiff,320,275,290,250,2
AgNOR_8581.tiff,375,213,324,187,1
AgNOR_8581.tiff,344,235,315,212,1
AgNOR_8581.tiff,425,268,394,242,3
AgNOR_8581.tiff,442,122,413,93,1
AgNOR_8581.tiff,459,38,423,15,2
AgNOR_8581.tiff,364,137,342,114,1
AgNOR_8581.tiff,338,122,318,89,2
AgNOR_8581.tiff,207,282,179,262,3
AgNOR_8581.tiff,235,278,213,254,0
AgNOR_8581.tiff,224,248,204,228,0
AgNOR_8581.tiff,156,226,135,205,1
AgNOR_8581.tiff,52,232,34,208,1
AgNOR_8581.tiff,52,262,29,233,2
AgNOR_8581.tiff,21,184,0,153,5
AgNOR_8581.tiff,36,274,13,241,2
AgNOR_8581.tiff,203,28,172,7,3
AgNOR_8581.tiff,165,13,139,0,2
AgNOR_8581.tiff,279,262,250,242,2
AgNOR_8581.tiff,385,272,360,252,1
AgNOR_8581.tiff,482,189,458,168,1
AgNOR_8581.tiff,474,169,446,143,1
AgNOR_8581.tiff,522,120,486,92,4
AgNOR_8581.tiff,555,161,531,133,0
AgNOR_8581.tiff,554,198,525,176,1
AgNOR_8581.tiff,509,168,490,151,1
AgNOR_8581.tiff,584,162,557,135,1
AgNOR_8581.tiff,580,129,549,104,4
AgNOR_8581.tiff,638,142,609,116,1
AgNOR_8581.tiff,664,138,640,115,0
AgNOR_8581.tiff,650,173,622,148,1
AgNOR_8581.tiff,625,204,598,178,2
AgNOR_8581.tiff,568,231,537,202,1
AgNOR_8581.tiff,614,230,586,205,3
AgNOR_8581.tiff,660,243,630,216,4
AgNOR_8581.tiff,641,269,615,242,1
AgNOR_8581.tiff,594,287,572,264,0
AgNOR_8581.tiff,564,286,538,258,2
AgNOR_8581.tiff,521,190,501,174,0
AgNOR_8581.tiff,489,88,466,67,0
AgNOR_8581.tiff,481,65,456,42,0
AgNOR_8581.tiff,541,79,522,64,0
AgNOR_8581.tiff,532,40,498,12,4
AgNOR_8581.tiff,568,37,542,12,1
AgNOR_8581.tiff,636,50,608,20,3
AgNOR_8581.tiff,642,113,618,84,2
AgNOR_8581.tiff,572,93,543,66,6
AgNOR_8581.tiff,690,192,659,162,3
AgNOR_8581.tiff,692,111,666,83,3
AgNOR_8581.tiff,746,63,721,31,1
AgNOR_8581.tiff,691,48,662,20,1
AgNOR_8581.tiff,730,40,706,17,1
AgNOR_8581.tiff,802,114,779,89,0
AgNOR_8581.tiff,822,161,794,135,2
AgNOR_8581.tiff,855,187,829,157,2
AgNOR_8581.tiff,840,140,811,113,2
AgNOR_8581.tiff,877,135,851,110,1
AgNOR_8581.tiff,845,65,820,38,2
AgNOR_8581.tiff,868,87,841,60,5
AgNOR_8581.tiff,784,235,750,206,4
AgNOR_8581.tiff,836,232,811,206,0
AgNOR_8581.tiff,797,199,772,169,0
AgNOR_8581.tiff,882,214,852,188,2
AgNOR_8581.tiff,861,244,838,213,2
AgNOR_8581.tiff,877,284,847,257,3
AgNOR_8581.tiff,837,269,809,240,4
AgNOR_8581.tiff,794,258,770,231,4
AgNOR_8581.tiff,713,254,692,229,0
AgNOR_8581.tiff,767,274,745,249,1
AgNOR_8581.tiff,740,278,713,250,4
AgNOR_8581.tiff,692,221,671,198,0
AgNOR_8581.tiff,648,204,628,184,0
AgNOR_8581.tiff,702,136,678,113,0
AgNOR_8581.tiff,704,155,668,135,1
AgNOR_8581.tiff,756,107,728,78,1
AgNOR_8581.tiff,817,51,793,30,0
AgNOR_8581.tiff,884,162,862,139,0
AgNOR_8581.tiff,788,83,765,61,1
AgNOR_8581.tiff,870,29,845,6,0
AgNOR_8581.tiff,535,232,512,209,1
AgNOR_8581.tiff,904,112,881,87,1
AgNOR_8581.tiff,899,89,882,72,0
AgNOR_8581.tiff,933,113,907,87,0
AgNOR_8581.tiff,916,156,890,131,1
AgNOR_8581.tiff,935,152,911,126,1
AgNOR_8581.tiff,933,40,901,13,6
AgNOR_8581.tiff,952,56,929,33,1
AgNOR_8581.tiff,1004,72,978,46,3
AgNOR_8581.tiff,977,87,953,61,0
AgNOR_8581.tiff,1029,135,999,104,3
AgNOR_8581.tiff,1074,117,1048,91,4
AgNOR_8581.tiff,1083,158,1050,127,2
AgNOR_8581.tiff,1107,138,1082,114,2
AgNOR_8581.tiff,1155,96,1126,70,0
AgNOR_8581.tiff,1176,88,1149,55,1
AgNOR_8581.tiff,1187,42,1156,16,1
AgNOR_8581.tiff,1237,39,1207,14,1
AgNOR_8581.tiff,1267,71,1244,49,1
AgNOR_8581.tiff,1206,102,1182,80,1
AgNOR_8581.tiff,1226,115,1203,89,1
AgNOR_8581.tiff,1258,135,1228,112,1
AgNOR_8581.tiff,1271,108,1243,83,1
AgNOR_8581.tiff,1299,118,1272,93,2
AgNOR_8581.tiff,1304,81,1276,58,3
AgNOR_8581.tiff,1262,191,1240,163,3
AgNOR_8581.tiff,1233,199,1210,172,2
AgNOR_8581.tiff,1271,244,1247,219,1
AgNOR_8581.tiff,1228,274,1201,249,2
AgNOR_8581.tiff,1211,232,1188,204,2
AgNOR_8581.tiff,1179,208,1156,185,1
AgNOR_8581.tiff,1138,190,1114,163,2
AgNOR_8581.tiff,1132,129,1107,98,1
AgNOR_8581.tiff,1146,154,1116,130,1
AgNOR_8581.tiff,1121,224,1095,203,0
AgNOR_8581.tiff,1137,259,1111,234,2
AgNOR_8581.tiff,1186,254,1158,226,3
AgNOR_8581.tiff,1089,226,1067,197,2
AgNOR_8581.tiff,1106,258,1086,233,1
AgNOR_8581.tiff,1040,283,1008,241,3
AgNOR_8581.tiff,990,276,957,251,2
AgNOR_8581.tiff,990,236,966,204,2
AgNOR_8581.tiff,958,247,932,213,3
AgNOR_8581.tiff,913,235,888,206,2
AgNOR_8581.tiff,945,217,916,193,3
AgNOR_8581.tiff,973,166,948,138,3
AgNOR_8581.tiff,992,152,967,123,3
AgNOR_8581.tiff,1049,162,1024,131,0
AgNOR_8581.tiff,1078,201,1048,170,2
AgNOR_8581.tiff,1013,168,992,142,4
AgNOR_8581.tiff,935,188,904,158,2
AgNOR_8581.tiff,899,193,878,169,2
AgNOR_8581.tiff,957,137,936,110,0
AgNOR_8581.tiff,1008,18,989,0,0
AgNOR_8581.tiff,1339,76,1314,48,1
AgNOR_8581.tiff,1381,97,1357,64,4
AgNOR_8581.tiff,1442,114,1411,88,2
AgNOR_8581.tiff,1482,151,1457,127,3
AgNOR_8581.tiff,1516,173,1487,146,1
AgNOR_8581.tiff,1528,133,1499,104,3
AgNOR_8581.tiff,1560,147,1537,115,3
AgNOR_8581.tiff,1542,183,1516,154,1
AgNOR_8581.tiff,1539,272,1510,240,0
AgNOR_8581.tiff,1494,264,1466,236,0
AgNOR_8581.tiff,1428,244,1403,223,2
AgNOR_8581.tiff,1489,198,1460,170,2
AgNOR_8581.tiff,1456,189,1428,160,1
AgNOR_8581.tiff,1395,167,1365,139,1
AgNOR_8581.tiff,1415,202,1388,175,2
AgNOR_8581.tiff,1382,225,1355,196,1
AgNOR_8581.tiff,1343,196,1316,168,1
AgNOR_8581.tiff,1353,164,1324,138,3
AgNOR_8581.tiff,1319,172,1297,149,0
AgNOR_8581.tiff,1374,284,1351,262,1
AgNOR_8581.tiff,1330,276,1306,255,0
AgNOR_8581.tiff,1569,256,1543,229,2
AgNOR_8581.tiff,1531,73,1503,44,6
AgNOR_8581.tiff,1543,31,1521,7,0
AgNOR_8581.tiff,1399,50,1373,15,3
AgNOR_8581.tiff,1433,30,1408,1,4
AgNOR_8581.tiff,1401,262,1370,234,1
AgNOR_8581.tiff,1423,71,1399,51,1
AgNOR_8581.tiff,1503,50,1479,26,0
AgNOR_8581.tiff,1481,309,1457,283,0
AgNOR_8581.tiff,1505,310,1478,281,0
AgNOR_8581.tiff,1526,412,1491,381,1
AgNOR_8581.tiff,1489,345,1460,315,2
AgNOR_8581.tiff,1465,376,1439,348,1
AgNOR_8581.tiff,1424,342,1393,314,5
AgNOR_8581.tiff,1413,298,1387,273,1
AgNOR_8581.tiff,1407,426,1385,388,3
AgNOR_8581.tiff,1392,394,1367,367,1
AgNOR_8581.tiff,1387,314,1358,285,3
AgNOR_8581.tiff,1353,335,1321,304,1
AgNOR_8581.tiff,1308,316,1279,289,1
AgNOR_8581.tiff,1278,332,1250,307,2
AgNOR_8581.tiff,1289,390,1260,361,1
AgNOR_8581.tiff,1324,392,1298,366,1
AgNOR_8581.tiff,1356,394,1329,364,3
AgNOR_8581.tiff,1360,446,1333,420,1
AgNOR_8581.tiff,1315,459,1289,431,1
AgNOR_8581.tiff,1263,442,1234,412,1
AgNOR_8581.tiff,1227,402,1202,373,1
AgNOR_8581.tiff,1257,384,1229,359,3
AgNOR_8581.tiff,1414,517,1387,487,3
AgNOR_8581.tiff,1368,529,1341,501,2
AgNOR_8581.tiff,1485,448,1460,425,1
AgNOR_8581.tiff,1560,437,1530,412,1
AgNOR_8581.tiff,1528,519,1501,489,3
AgNOR_8581.tiff,1526,549,1504,524,3
AgNOR_8581.tiff,1560,543,1537,517,1
AgNOR_8581.tiff,1498,556,1476,527,0
AgNOR_8581.tiff,1536,582,1513,560,2
AgNOR_8581.tiff,1434,576,1406,548,1
AgNOR_8581.tiff,1495,518,1470,485,3
AgNOR_8581.tiff,1477,475,1451,445,2
AgNOR_8581.tiff,1394,575,1364,548,3
AgNOR_8581.tiff,1353,573,1326,549,2
AgNOR_8581.tiff,1332,531,1307,505,0
AgNOR_8581.tiff,1548,386,1529,365,0
AgNOR_8581.tiff,1526,375,1489,351,5
AgNOR_8581.tiff,1274,574,1245,550,2
AgNOR_8581.tiff,1240,542,1209,516,3
AgNOR_8581.tiff,1289,504,1260,476,1
AgNOR_8581.tiff,1255,496,1233,471,1
AgNOR_8581.tiff,1230,474,1201,446,2
AgNOR_8581.tiff,1214,504,1184,475,2
AgNOR_8581.tiff,1185,394,1157,365,3
AgNOR_8581.tiff,1203,355,1180,333,0
AgNOR_8581.tiff,1210,577,1184,552,1
AgNOR_8581.tiff,1444,539,1419,509,2
AgNOR_8581.tiff,1148,537,1116,513,4
AgNOR_8581.tiff,1201,537,1174,515,1
AgNOR_8581.tiff,1144,481,1112,453,2
AgNOR_8581.tiff,1155,444,1131,421,1
AgNOR_8581.tiff,1151,398,1124,371,3
AgNOR_8581.tiff,1163,371,1135,343,1
AgNOR_8581.tiff,1139,340,1106,314,3
AgNOR_8581.tiff,1090,350,1063,325,1
AgNOR_8581.tiff,1053,351,1026,324,1
AgNOR_8581.tiff,1018,361,991,333,3
AgNOR_8581.tiff,1120,447,1098,422,0
AgNOR_8581.tiff,1174,510,1147,481,2
AgNOR_8581.tiff,1087,538,1060,512,1
AgNOR_8581.tiff,1094,475,1069,448,2
AgNOR_8581.tiff,1075,441,1049,410,3
AgNOR_8581.tiff,1040,325,1015,297,1
AgNOR_8581.tiff,1140,309,1115,279,3
AgNOR_8581.tiff,1174,312,1152,292,1
AgNOR_8581.tiff,1121,497,1099,477,1
AgNOR_8581.tiff,1255,350,1229,328,1
AgNOR_8581.tiff,1094,572,1068,547,2
AgNOR_8581.tiff,1019,578,992,556,1
AgNOR_8581.tiff,985,579,956,550,2
AgNOR_8581.tiff,1003,529,985,508,1
AgNOR_8581.tiff,987,527,966,497,1
AgNOR_8581.tiff,992,495,955,471,1
AgNOR_8581.tiff,964,441,937,412,2
AgNOR_8581.tiff,1003,443,971,403,3
AgNOR_8581.tiff,1053,392,1027,369,1
AgNOR_8581.tiff,999,396,976,372,0
AgNOR_8581.tiff,951,388,929,367,1
AgNOR_8581.tiff,989,362,959,337,2
AgNOR_8581.tiff,987,329,946,299,1
AgNOR_8581.tiff,935,360,911,336,3
AgNOR_8581.tiff,909,388,881,361,2
AgNOR_8581.tiff,906,347,877,322,4
AgNOR_8581.tiff,891,319,867,295,1
AgNOR_8581.tiff,854,316,829,285,3
AgNOR_8581.tiff,857,353,823,325,5
AgNOR_8581.tiff,913,423,885,400,0
AgNOR_8581.tiff,926,476,895,448,1
AgNOR_8581.tiff,954,514,912,476,2
AgNOR_8581.tiff,902,529,881,505,3
AgNOR_8581.tiff,905,554,879,532,1
AgNOR_8581.tiff,919,573,894,549,2
AgNOR_8581.tiff,872,510,843,478,3
AgNOR_8581.tiff,833,462,803,433,1
AgNOR_8581.tiff,813,441,782,416,1
AgNOR_8581.tiff,810,410,782,377,4
AgNOR_8581.tiff,783,427,758,400,4
AgNOR_8581.tiff,691,426,659,394,1
AgNOR_8581.tiff,728,405,700,382,0
